id,loc,x,y,date,n_detections
A69-1602-9712,SB-7,-119.0418333,33.464,2018-10-02,35
A69-1602-9712,SB-9.5,-119.02422,33.4777,2019-07-18,35
A69-1602-9712,SB-9.5,-119.02422,33.4777,2019-07-26,35
A69-1602-9716,SB-10,-119.0228,33.484,2019-10-09,35
A69-1602-9716,SB-9,-119.0260167,33.471,2018-08-15,35
A69-1602-9718,SB-1,-119.025,33.488,2019-09-01,35
A69-1602-9718,SB-10,-119.0228,33.484,2019-09-17,35
A69-1602-9719,SB-1,-119.025,33.488,2019-07-10,35
A69-1602-9719,SB-1,-119.025,33.488,2019-07-14,35
A69-1602-9719,SB-9.5,-119.02422,33.4777,2019-09-24,35
A69-1602-9720,Mound Inshore,-119.0193,33.4879,2019-09-09,35
A69-1602-9720,Mound Inshore,-119.0193,33.4879,2019-09-30,35
A69-1602-9720,SB-10,-119.0228,33.484,2019-07-15,35
A69-1602-9720,SB-10,-119.0228,33.484,2019-09-01,35
A69-1602-9720,SB-9,-119.0260167,33.471,2019-07-02,35
A69-1602-9720,SB-9.5,-119.02422,33.4777,2019-09-22,35
A69-1602-9720,SB-9.5,-119.02422,33.4777,2019-10-09,35
A69-1602-9721,SB-10,-119.0228,33.484,2019-08-07,35
A69-1602-9723,Mound Offshore,-119.0168,33.4876,2019-10-10,35
A69-1602-9723,SB-1,-119.025,33.488,2019-08-31,35
A69-1602-9723,SB-10,-119.0228,33.484,2019-08-09,35
A69-1602-9723,SB-6,-119.0457167,33.468,2019-08-02,35
A69-1602-9712,Mound Inshore,-119.0193,33.4879,2019-06-11,34
A69-1602-9712,SB-1,-119.025,33.488,2019-07-21,34
A69-1602-9712,SB-1,-119.025,33.488,2019-07-22,34
A69-1602-9712,SB-7,-119.0418333,33.464,2018-09-27,34
A69-1602-9712,SB-7,-119.0418333,33.464,2018-12-03,34
A69-1602-9712,SB-7,-119.0418333,33.464,2019-02-24,34
A69-1602-9712,SB-7,-119.0418333,33.464,2019-04-02,34
A69-1602-9712,SB-9.5,-119.02422,33.4777,2019-06-14,34
A69-1602-9716,Mound Inshore,-119.0193,33.4879,2019-09-19,34
A69-1602-9716,SB-9,-119.0260167,33.471,2018-08-18,34
A69-1602-9718,SB-8,-119.0348,33.461,2018-10-10,34
A69-1602-9718,SB-9,-119.0260167,33.471,2019-08-18,34
A69-1602-9719,SB-9,-119.0260167,33.471,2019-10-04,34
A69-1602-9720,Mound Inshore,-119.0193,33.4879,2019-08-24,34
A69-1602-9720,Mound Inshore,-119.0193,33.4879,2019-08-30,34
A69-1602-9720,Mound Offshore,-119.0168,33.4876,2019-10-14,34
A69-1602-9720,SB-1,-119.025,33.488,2019-07-08,34
A69-1602-9720,SB-9.5,-119.02422,33.4777,2019-09-29,34
A69-1602-9721,Mound Inshore,-119.0193,33.4879,2019-08-28,34
A69-1602-9721,Mound Offshore,-119.0168,33.4876,2019-07-22,34
A69-1602-9721,Mound Offshore,-119.0168,33.4876,2019-08-09,34
A69-1602-9721,SB-10,-119.0228,33.484,2019-08-01,34
A69-1602-9723,SB-1,-119.025,33.488,2019-10-03,34
A69-1602-9723,SB-10,-119.0228,33.484,2019-10-14,34
A69-1602-9712,Mound Offshore,-119.0168,33.4876,2019-06-18,33
A69-1602-9712,SB-10,-119.0228,33.484,2019-06-23,33
A69-1602-9712,SB-6,-119.0457167,33.468,2019-06-22,33
A69-1602-9712,SB-7,-119.0418333,33.464,2018-08-30,33
A69-1602-9712,SB-7,-119.0418333,33.464,2018-09-04,33
A69-1602-9712,SB-7,-119.0418333,33.464,2018-09-14,33
A69-1602-9712,SB-7,-119.0418333,33.464,2018-09-26,33
A69-1602-9712,SB-9.5,-119.02422,33.4777,2019-07-22,33
A69-1602-9716,Mound Inshore,-119.0193,33.4879,2019-09-26,33
A69-1602-9716,Mound Offshore,-119.0168,33.4876,2019-09-17,33
A69-1602-9716,SB-10,-119.0228,33.484,2019-09-15,33
A69-1602-9716,SB-9,-119.0260167,33.471,2018-08-25,33
A69-1602-9716,SB-9,-119.0260167,33.471,2018-09-05,33
A69-1602-9716,SB-9,-119.0260167,33.471,2019-09-29,33
A69-1602-9718,SB-10,-119.0228,33.484,2019-08-21,33
A69-1602-9718,SB-8,-119.0348,33.461,2018-09-25,33
A69-1602-9720,Mound Inshore,-119.0193,33.4879,2019-08-15,33
A69-1602-9720,Mound Inshore,-119.0193,33.4879,2019-08-22,33
A69-1602-9720,Mound Offshore,-119.0168,33.4876,2019-10-09,33
A69-1602-9720,SB-10,-119.0228,33.484,2019-07-03,33
A69-1602-9720,SB-10,-119.0228,33.484,2019-09-24,33
A69-1602-9720,SB-9.5,-119.02422,33.4777,2019-07-22,33
A69-1602-9720,SB-9.5,-119.02422,33.4777,2019-07-24,33
A69-1602-9720,SB-9.5,-119.02422,33.4777,2019-08-03,33
A69-1602-9721,Mound Inshore,-119.0193,33.4879,2019-09-16,33
A69-1602-9721,Mound Offshore,-119.0168,33.4876,2019-08-10,33
A69-1602-9721,Mound Offshore,-119.0168,33.4876,2019-09-03,33
A69-1602-9723,SB-1,-119.025,33.488,2019-09-07,33
A69-1602-9723,SB-1,-119.025,33.488,2019-10-02,33
A69-1602-9723,SB-7,-119.0418333,33.464,2019-07-16,33
A69-1602-9723,SB-9.5,-119.02422,33.4777,2019-10-08,33
A69-1602-9712,Mound Offshore,-119.0168,33.4876,2019-07-24,32
A69-1602-9712,SB-7,-119.0418333,33.464,2018-08-20,32
A69-1602-9712,SB-7,-119.0418333,33.464,2019-02-25,32
A69-1602-9712,SB-7,-119.0418333,33.464,2019-04-16,32
A69-1602-9716,SB-10,-119.0228,33.484,2019-09-06,32
A69-1602-9716,SB-10,-119.0228,33.484,2019-09-08,32
A69-1602-9716,SB-9,-119.0260167,33.471,2018-11-03,32
A69-1602-9718,SB-8,-119.0348,33.461,2019-05-27,32
A69-1602-9719,SB-9.5,-119.02422,33.4777,2019-09-20,32
A69-1602-9720,Mound Inshore,-119.0193,33.4879,2019-07-12,32
A69-1602-9720,Mound Inshore,-119.0193,33.4879,2019-08-12,32
A69-1602-9720,SB-10,-119.0228,33.484,2019-07-23,32
A69-1602-9720,SB-10,-119.0228,33.484,2019-10-08,32
A69-1602-9720,SB-9,-119.0260167,33.471,2019-10-15,32
A69-1602-9720,SB-9.5,-119.02422,33.4777,2019-07-15,32
A69-1602-9720,SB-9.5,-119.02422,33.4777,2019-09-13,32
A69-1602-9721,Mound Offshore,-119.0168,33.4876,2019-07-13,32
A69-1602-9721,SB-1,-119.025,33.488,2019-09-17,32
A69-1602-9721,SB-10,-119.0228,33.484,2019-10-12,32
A69-1602-9723,SB-10,-119.0228,33.484,2019-07-13,32
A69-1602-9712,Mound Inshore,-119.0193,33.4879,2019-08-08,31
A69-1602-9712,SB-10,-119.0228,33.484,2019-06-24,31
A69-1602-9712,SB-10,-119.0228,33.484,2019-06-29,31
A69-1602-9712,SB-7,-119.0418333,33.464,2018-10-05,31
A69-1602-9712,SB-7,-119.0418333,33.464,2018-10-27,31
A69-1602-9712,SB-7,-119.0418333,33.464,2018-12-11,31
A69-1602-9712,SB-7,-119.0418333,33.464,2018-12-20,31
A69-1602-9712,SB-7,-119.0418333,33.464,2019-03-29,31
A69-1602-9716,Mound Offshore,-119.0168,33.4876,2019-08-16,31
A69-1602-9716,Mound Offshore,-119.0168,33.4876,2019-09-04,31
A69-1602-9716,SB-10,-119.0228,33.484,2018-08-14,31
A69-1602-9716,SB-10,-119.0228,33.484,2019-08-05,31
A69-1602-9716,SB-6,-119.0457167,33.468,2019-09-03,31
A69-1602-9718,SB-9,-119.0260167,33.471,2018-11-20,31
A69-1602-9719,SB-10,-119.0228,33.484,2019-07-08,31
A69-1602-9719,SB-9.5,-119.02422,33.4777,2019-10-08,31
A69-1602-9720,Mound Inshore,-119.0193,33.4879,2019-09-02,31
A69-1602-9720,SB-1,-119.025,33.488,2019-07-06,31
A69-1602-9720,SB-10,-119.0228,33.484,2019-07-19,31
A69-1602-9720,SB-10,-119.0228,33.484,2019-09-12,31
A69-1602-9720,SB-9.5,-119.02422,33.4777,2019-07-25,31
A69-1602-9720,SB-9.5,-119.02422,33.4777,2019-08-02,31
A69-1602-9721,Mound Offshore,-119.0168,33.4876,2019-07-16,31
A69-1602-9721,SB-1,-119.025,33.488,2019-09-16,31
A69-1602-9723,SB-10,-119.0228,33.484,2019-09-15,31
A69-1602-9712,SB-7,-119.0418333,33.464,2018-08-23,30
A69-1602-9712,SB-7,-119.0418333,33.464,2018-12-04,30
A69-1602-9716,Mound Offshore,-119.0168,33.4876,2019-08-03,30
A69-1602-9716,Mound Offshore,-119.0168,33.4876,2019-09-03,30
A69-1602-9716,SB-1,-119.025,33.488,2018-08-14,30
A69-1602-9716,SB-10,-119.0228,33.484,2019-09-17,30
A69-1602-9716,SB-9,-119.0260167,33.471,2018-08-20,30
A69-1602-9716,SB-9,-119.0260167,33.471,2018-08-29,30
A69-1602-9716,SB-9,-119.0260167,33.471,2019-10-03,30
A69-1602-9718,SB-1,-119.025,33.488,2019-08-19,30
A69-1602-9718,SB-9,-119.0260167,33.471,2019-07-13,30
A69-1602-9718,SB-9,-119.0260167,33.471,2019-07-24,30
A69-1602-9719,SB-9.5,-119.02422,33.4777,2019-07-05,30
A69-1602-9719,SB-9.5,-119.02422,33.4777,2019-08-28,30
A69-1602-9720,Mound Inshore,-119.0193,33.4879,2019-08-27,30
A69-1602-9720,SB-10,-119.0228,33.484,2019-07-21,30
A69-1602-9720,SB-10,-119.0228,33.484,2019-07-30,30
A69-1602-9720,SB-10,-119.0228,33.484,2019-08-01,30
A69-1602-9720,SB-10,-119.0228,33.484,2019-08-04,30
A69-1602-9720,SB-9,-119.0260167,33.471,2019-08-28,30
A69-1602-9720,SB-9,-119.0260167,33.471,2019-10-14,30
A69-1602-9720,SB-9.5,-119.02422,33.4777,2019-07-04,30
A69-1602-9720,SB-9.5,-119.02422,33.4777,2019-08-04,30
A69-1602-9721,Mound Inshore,-119.0193,33.4879,2019-07-27,30
A69-1602-9721,Mound Offshore,-119.0168,33.4876,2019-07-18,30
A69-1602-9721,SB-10,-119.0228,33.484,2019-08-10,30
A69-1602-9721,SB-10,-119.0228,33.484,2019-08-19,30
A69-1602-9723,SB-10,-119.0228,33.484,2019-07-29,30
A69-1602-9723,SB-10,-119.0228,33.484,2019-08-22,30
A69-1602-9723,SB-7,-119.0418333,33.464,2019-07-30,30
A69-1602-9712,SB-10,-119.0228,33.484,2019-07-13,29
A69-1602-9712,SB-7,-119.0418333,33.464,2018-11-20,29
A69-1602-9712,SB-7,-119.0418333,33.464,2018-12-09,29
A69-1602-9712,SB-7,-119.0418333,33.464,2019-03-31,29
A69-1602-9712,SB-9,-119.0260167,33.471,2019-06-08,29
A69-1602-9716,Mound Inshore,-119.0193,33.4879,2019-09-23,29
A69-1602-9716,Mound Offshore,-119.0168,33.4876,2019-09-01,29
A69-1602-9716,SB-10,-119.0228,33.484,2019-08-15,29
A69-1602-9716,SB-9.5,-119.02422,33.4777,2019-09-21,29
A69-1602-9718,SB-1,-119.025,33.488,2019-08-15,29
A69-1602-9718,SB-1,-119.025,33.488,2019-08-29,29
A69-1602-9718,SB-9,-119.0260167,33.471,2018-09-25,29
A69-1602-9718,SB-9,-119.0260167,33.471,2019-06-10,29
A69-1602-9719,SB-9.5,-119.02422,33.4777,2019-07-06,29
A69-1602-9720,Mound Inshore,-119.0193,33.4879,2019-07-08,29
A69-1602-9720,Mound Inshore,-119.0193,33.4879,2019-10-04,29
A69-1602-9720,Mound Offshore,-119.0168,33.4876,2019-07-09,29
A69-1602-9720,SB-6,-119.0457167,33.468,2019-08-21,29
A69-1602-9720,SB-9.5,-119.02422,33.4777,2019-09-24,29
A69-1602-9720,SB-9.5,-119.02422,33.4777,2019-10-10,29
A69-1602-9721,Mound Offshore,-119.0168,33.4876,2019-09-06,29
A69-1602-9721,SB-10,-119.0228,33.484,2019-07-25,29
A69-1602-9721,SB-10,-119.0228,33.484,2019-10-15,29
A69-1602-9721,SB-9,-119.0260167,33.471,2019-07-28,29
A69-1602-9723,SB-10,-119.0228,33.484,2019-10-11,29
A69-1602-9723,SB-4,-119.04978,33.48554,2019-07-06,29
A69-1602-9723,SB-8,-119.0348,33.461,2019-07-06,29
A69-1602-9723,SB-9,-119.0260167,33.471,2019-10-11,29
A69-1602-9712,Mound Inshore,-119.0193,33.4879,2019-07-27,28
A69-1602-9712,SB-10,-119.0228,33.484,2019-08-01,28
A69-1602-9712,SB-7,-119.0418333,33.464,2018-09-05,28
A69-1602-9712,SB-7,-119.0418333,33.464,2018-09-17,28
A69-1602-9712,SB-7,-119.0418333,33.464,2018-09-23,28
A69-1602-9712,SB-7,-119.0418333,33.464,2018-09-29,28
A69-1602-9712,SB-7,-119.0418333,33.464,2018-10-01,28
A69-1602-9712,SB-7,-119.0418333,33.464,2018-10-19,28
A69-1602-9712,SB-7,-119.0418333,33.464,2018-10-23,28
A69-1602-9712,SB-7,-119.0418333,33.464,2018-12-18,28
A69-1602-9712,SB-7,-119.0418333,33.464,2019-03-23,28
A69-1602-9712,SB-9.5,-119.02422,33.4777,2019-07-19,28
A69-1602-9716,Mound Inshore,-119.0193,33.4879,2019-09-27,28
A69-1602-9716,SB-10,-119.0228,33.484,2019-08-27,28
A69-1602-9716,SB-9,-119.0260167,33.471,2019-10-10,28
A69-1602-9716,SB-9,-119.0260167,33.471,2019-10-13,28
A69-1602-9718,SB-10,-119.0228,33.484,2019-09-14,28
A69-1602-9718,SB-9,-119.0260167,33.471,2018-09-04,28
A69-1602-9718,SB-9,-119.0260167,33.471,2019-08-05,28
A69-1602-9719,SB-10,-119.0228,33.484,2019-07-02,28
A69-1602-9719,SB-9.5,-119.02422,33.4777,2019-07-15,28
A69-1602-9720,Mound Offshore,-119.0168,33.4876,2019-07-14,28
A69-1602-9720,Mound Offshore,-119.0168,33.4876,2019-08-18,28
A69-1602-9720,SB-10,-119.0228,33.484,2019-07-31,28
A69-1602-9720,SB-10,-119.0228,33.484,2019-08-09,28
A69-1602-9720,SB-10,-119.0228,33.484,2019-08-21,28
A69-1602-9720,SB-10,-119.0228,33.484,2019-08-31,28
A69-1602-9720,SB-10,-119.0228,33.484,2019-09-23,28
A69-1602-9720,SB-10,-119.0228,33.484,2019-10-02,28
A69-1602-9720,SB-9,-119.0260167,33.471,2019-08-27,28
A69-1602-9720,SB-9.5,-119.02422,33.4777,2019-10-02,28
A69-1602-9721,Mound Offshore,-119.0168,33.4876,2019-08-13,28
A69-1602-9721,SB-10,-119.0228,33.484,2019-08-20,28
A69-1602-9721,SB-10,-119.0228,33.484,2019-08-23,28
A69-1602-9721,SB-10,-119.0228,33.484,2019-10-13,28
A69-1602-9723,Mound Inshore,-119.0193,33.4879,2019-08-08,28
A69-1602-9723,Mound Inshore,-119.0193,33.4879,2019-09-18,28
A69-1602-9723,SB-1,-119.025,33.488,2019-08-06,28
A69-1602-9723,SB-10,-119.0228,33.484,2019-08-04,28
A69-1602-9723,SB-10,-119.0228,33.484,2019-08-15,28
A69-1602-9723,SB-10,-119.0228,33.484,2019-09-11,28
A69-1602-9723,SB-4,-119.04978,33.48554,2019-07-27,28
A69-1602-9723,SB-5,-119.0476,33.476,2019-07-29,28
A69-1602-9723,SB-8,-119.0348,33.461,2019-07-27,28
A69-1602-9723,SB-9,-119.0260167,33.471,2019-10-12,28
A69-1602-9712,SB-1,-119.025,33.488,2019-07-10,27
A69-1602-9712,SB-6,-119.0457167,33.468,2019-08-01,27
A69-1602-9712,SB-7,-119.0418333,33.464,2018-09-16,27
A69-1602-9712,SB-7,-119.0418333,33.464,2018-10-07,27
A69-1602-9712,SB-7,-119.0418333,33.464,2018-12-07,27
A69-1602-9712,SB-7,-119.0418333,33.464,2018-12-14,27
A69-1602-9712,SB-7,-119.0418333,33.464,2018-12-24,27
A69-1602-9712,SB-7,-119.0418333,33.464,2018-12-29,27
A69-1602-9712,SB-7,-119.0418333,33.464,2019-05-01,27
A69-1602-9712,SB-7,-119.0418333,33.464,2019-05-17,27
A69-1602-9712,SB-7,-119.0418333,33.464,2019-05-18,27
A69-1602-9716,Mound Inshore,-119.0193,33.4879,2019-09-05,27
A69-1602-9716,Mound Offshore,-119.0168,33.4876,2019-08-27,27
A69-1602-9716,SB-10,-119.0228,33.484,2019-08-06,27
A69-1602-9716,SB-10,-119.0228,33.484,2019-09-03,27
A69-1602-9716,SB-7,-119.0418333,33.464,2018-11-02,27
A69-1602-9716,SB-9,-119.0260167,33.471,2019-08-11,27
A69-1602-9718,SB-1,-119.025,33.488,2018-08-15,27
A69-1602-9718,SB-1,-119.025,33.488,2019-09-03,27
A69-1602-9718,SB-1,-119.025,33.488,2019-09-15,27
A69-1602-9718,SB-8,-119.0348,33.461,2018-09-03,27
A69-1602-9718,SB-8,-119.0348,33.461,2018-09-15,27
A69-1602-9718,SB-8,-119.0348,33.461,2018-09-27,27
A69-1602-9719,SB-9.5,-119.02422,33.4777,2019-08-27,27
A69-1602-9720,Mound Inshore,-119.0193,33.4879,2019-09-01,27
A69-1602-9720,Mound Offshore,-119.0168,33.4876,2019-10-02,27
A69-1602-9720,SB-1,-119.025,33.488,2019-08-04,27
A69-1602-9720,SB-1,-119.025,33.488,2019-08-29,27
A69-1602-9720,SB-1,-119.025,33.488,2019-09-07,27
A69-1602-9720,SB-1,-119.025,33.488,2019-09-11,27
A69-1602-9720,SB-10,-119.0228,33.484,2019-08-23,27
A69-1602-9720,SB-6,-119.0457167,33.468,2019-07-14,27
A69-1602-9721,Mound Inshore,-119.0193,33.4879,2019-07-05,27
A69-1602-9721,Mound Inshore,-119.0193,33.4879,2019-07-18,27
A69-1602-9721,Mound Offshore,-119.0168,33.4876,2019-08-04,27
A69-1602-9721,SB-10,-119.0228,33.484,2019-07-03,27
A69-1602-9721,SB-10,-119.0228,33.484,2019-08-15,27
A69-1602-9721,SB-10,-119.0228,33.484,2019-08-22,27
A69-1602-9721,SB-10,-119.0228,33.484,2019-10-05,27
A69-1602-9721,SB-9,-119.0260167,33.471,2019-07-30,27
A69-1602-9721,SB-9,-119.0260167,33.471,2019-08-22,27
A69-1602-9721,SB-9.5,-119.02422,33.4777,2019-10-13,27
A69-1602-9723,Mound Inshore,-119.0193,33.4879,2019-07-28,27
A69-1602-9723,Mound Inshore,-119.0193,33.4879,2019-08-15,27
A69-1602-9723,SB-10,-119.0228,33.484,2019-09-07,27
A69-1602-9712,SB-1,-119.025,33.488,2019-06-24,26
A69-1602-9712,SB-10,-119.0228,33.484,2019-07-28,26
A69-1602-9712,SB-7,-119.0418333,33.464,2018-09-25,26
A69-1602-9712,SB-7,-119.0418333,33.464,2018-10-15,26
A69-1602-9712,SB-7,-119.0418333,33.464,2018-11-04,26
A69-1602-9712,SB-7,-119.0418333,33.464,2018-11-22,26
A69-1602-9712,SB-7,-119.0418333,33.464,2018-12-19,26
A69-1602-9712,SB-7,-119.0418333,33.464,2019-03-19,26
A69-1602-9712,SB-7,-119.0418333,33.464,2019-04-04,26
A69-1602-9712,SB-7,-119.0418333,33.464,2019-04-18,26
A69-1602-9712,SB-7,-119.0418333,33.464,2019-05-13,26
A69-1602-9716,Mound Offshore,-119.0168,33.4876,2019-08-04,26
A69-1602-9716,Mound Offshore,-119.0168,33.4876,2019-08-08,26
A69-1602-9716,Mound Offshore,-119.0168,33.4876,2019-09-08,26
A69-1602-9716,SB-10,-119.0228,33.484,2019-09-13,26
A69-1602-9716,SB-10,-119.0228,33.484,2019-09-22,26
A69-1602-9718,SB-1,-119.025,33.488,2019-09-04,26
A69-1602-9718,SB-1,-119.025,33.488,2019-09-11,26
A69-1602-9718,SB-10,-119.0228,33.484,2019-06-15,26
A69-1602-9718,SB-6,-119.0457167,33.468,2019-07-25,26
A69-1602-9718,SB-8,-119.0348,33.461,2018-10-05,26
A69-1602-9718,SB-9,-119.0260167,33.471,2019-05-21,26
A69-1602-9719,SB-10,-119.0228,33.484,2019-07-14,26
A69-1602-9719,SB-9,-119.0260167,33.471,2019-10-07,26
A69-1602-9719,SB-9.5,-119.02422,33.4777,2019-07-14,26
A69-1602-9719,SB-9.5,-119.02422,33.4777,2019-08-25,26
A69-1602-9720,SB-1,-119.025,33.488,2019-09-09,26
A69-1602-9720,SB-10,-119.0228,33.484,2019-09-19,26
A69-1602-9720,SB-9.5,-119.02422,33.4777,2019-09-27,26
A69-1602-9721,Mound Inshore,-119.0193,33.4879,2019-07-17,26
A69-1602-9721,Mound Inshore,-119.0193,33.4879,2019-08-17,26
A69-1602-9721,Mound Offshore,-119.0168,33.4876,2019-07-27,26
A69-1602-9721,SB-9,-119.0260167,33.471,2019-10-16,26
A69-1602-9721,SB-9.5,-119.02422,33.4777,2019-10-16,26
A69-1602-9723,Mound Inshore,-119.0193,33.4879,2019-09-09,26
A69-1602-9723,SB-1,-119.025,33.488,2019-09-30,26
A69-1602-9723,SB-10,-119.0228,33.484,2019-10-09,26
A69-1602-9723,SB-4,-119.04978,33.48554,2019-07-14,26
A69-1602-9723,SB-8,-119.0348,33.461,2019-07-14,26
A69-1602-9712,Mound Offshore,-119.0168,33.4876,2019-06-16,25
A69-1602-9712,SB-6,-119.0457167,33.468,2019-07-19,25
A69-1602-9712,SB-7,-119.0418333,33.464,2018-09-01,25
A69-1602-9712,SB-7,-119.0418333,33.464,2018-11-25,25
A69-1602-9712,SB-7,-119.0418333,33.464,2018-12-17,25
A69-1602-9712,SB-7,-119.0418333,33.464,2019-05-26,25
A69-1602-9714,SB-7,-119.0418333,33.464,2018-09-07,25
A69-1602-9716,Mound Inshore,-119.0193,33.4879,2019-08-13,25
A69-1602-9716,SB-10,-119.0228,33.484,2019-08-28,25
A69-1602-9716,SB-6,-119.0457167,33.468,2019-09-12,25
A69-1602-9718,SB-9,-119.0260167,33.471,2019-07-20,25
A69-1602-9718,SB-9,-119.0260167,33.471,2019-09-19,25
A69-1602-9718,SB-9,-119.0260167,33.471,2019-09-24,25
A69-1602-9718,SB-9.5,-119.02422,33.4777,2019-06-14,25
A69-1602-9719,SB-9,-119.0260167,33.471,2019-10-09,25
A69-1602-9720,Mound Inshore,-119.0193,33.4879,2019-07-18,25
A69-1602-9720,Mound Inshore,-119.0193,33.4879,2019-08-29,25
A69-1602-9720,Mound Offshore,-119.0168,33.4876,2019-07-13,25
A69-1602-9720,Mound Offshore,-119.0168,33.4876,2019-08-20,25
A69-1602-9720,SB-9,-119.0260167,33.471,2019-10-12,25
A69-1602-9721,SB-9.5,-119.02422,33.4777,2019-07-26,25
A69-1602-9723,Mound Offshore,-119.0168,33.4876,2019-10-03,25
A69-1602-9723,SB-1,-119.025,33.488,2019-07-22,25
A69-1602-9723,SB-6,-119.0457167,33.468,2019-08-04,25
A69-1602-9723,SB-6,-119.0457167,33.468,2019-08-16,25
A69-1602-9723,SB-9,-119.0260167,33.471,2019-09-19,25
A69-1602-9712,Mound Offshore,-119.0168,33.4876,2019-06-17,24
A69-1602-9712,SB-10,-119.0228,33.484,2019-07-12,24
A69-1602-9712,SB-6,-119.0457167,33.468,2019-06-23,24
A69-1602-9712,SB-7,-119.0418333,33.464,2018-10-14,24
A69-1602-9712,SB-7,-119.0418333,33.464,2018-12-05,24
A69-1602-9712,SB-7,-119.0418333,33.464,2019-03-22,24
A69-1602-9712,SB-7,-119.0418333,33.464,2019-04-15,24
A69-1602-9712,SB-9,-119.0260167,33.471,2019-07-29,24
A69-1602-9716,SB-6,-119.0457167,33.468,2019-09-02,24
A69-1602-9716,SB-9.5,-119.02422,33.4777,2019-10-11,24
A69-1602-9718,SB-10,-119.0228,33.484,2018-08-15,24
A69-1602-9718,SB-3,-119.04055,33.487,2019-08-23,24
A69-1602-9718,SB-8,-119.0348,33.461,2018-08-18,24
A69-1602-9718,SB-9,-119.0260167,33.471,2018-08-21,24
A69-1602-9718,SB-9,-119.0260167,33.471,2018-09-05,24
A69-1602-9720,Mound Inshore,-119.0193,33.4879,2019-07-15,24
A69-1602-9720,Mound Inshore,-119.0193,33.4879,2019-09-29,24
A69-1602-9720,SB-10,-119.0228,33.484,2019-08-06,24
A69-1602-9720,SB-6,-119.0457167,33.468,2019-09-10,24
A69-1602-9720,SB-9,-119.0260167,33.471,2019-08-10,24
A69-1602-9720,SB-9.5,-119.02422,33.4777,2019-07-31,24
A69-1602-9721,Mound Inshore,-119.0193,33.4879,2019-08-06,24
A69-1602-9721,Mound Inshore,-119.0193,33.4879,2019-08-09,24
A69-1602-9721,Mound Inshore,-119.0193,33.4879,2019-09-14,24
A69-1602-9721,Mound Offshore,-119.0168,33.4876,2019-07-03,24
A69-1602-9721,SB-1,-119.025,33.488,2019-07-26,24
A69-1602-9721,SB-10,-119.0228,33.484,2019-08-30,24
A69-1602-9723,SB-1,-119.025,33.488,2019-08-25,24
A69-1602-9723,SB-1,-119.025,33.488,2019-08-27,24
A69-1602-9723,SB-10,-119.0228,33.484,2019-08-14,24
A69-1602-9723,SB-10,-119.0228,33.484,2019-09-01,24
A69-1602-9723,SB-3,-119.04055,33.487,2019-07-20,24
A69-1602-9723,SB-6,-119.0457167,33.468,2019-08-21,24
A69-1602-9723,SB-9,-119.0260167,33.471,2019-07-20,24
A69-1602-9723,SB-9.5,-119.02422,33.4777,2019-10-09,24
A69-1602-9712,Mound Inshore,-119.0193,33.4879,2019-07-11,23
A69-1602-9712,Mound Offshore,-119.0168,33.4876,2019-06-09,23
A69-1602-9712,SB-10,-119.0228,33.484,2019-08-03,23
A69-1602-9712,SB-6,-119.0457167,33.468,2019-07-29,23
A69-1602-9712,SB-7,-119.0418333,33.464,2018-11-08,23
A69-1602-9712,SB-7,-119.0418333,33.464,2018-12-12,23
A69-1602-9712,SB-7,-119.0418333,33.464,2019-03-12,23
A69-1602-9712,SB-7,-119.0418333,33.464,2019-05-03,23
A69-1602-9716,Mound Inshore,-119.0193,33.4879,2019-09-20,23
A69-1602-9716,Mound Offshore,-119.0168,33.4876,2019-08-13,23
A69-1602-9716,Mound Offshore,-119.0168,33.4876,2019-09-12,23
A69-1602-9716,Mound Offshore,-119.0168,33.4876,2019-10-02,23
A69-1602-9716,SB-10,-119.0228,33.484,2019-09-07,23
A69-1602-9716,SB-9.5,-119.02422,33.4777,2019-09-22,23
A69-1602-9718,SB-1,-119.025,33.488,2019-08-10,23
A69-1602-9718,SB-1,-119.025,33.488,2019-09-09,23
A69-1602-9718,SB-8,-119.0348,33.461,2018-08-24,23
A69-1602-9718,SB-8,-119.0348,33.461,2018-10-31,23
A69-1602-9718,SB-9,-119.0260167,33.471,2019-07-28,23
A69-1602-9719,Mound Offshore,-119.0168,33.4876,2019-07-02,23
A69-1602-9719,SB-1,-119.025,33.488,2019-07-12,23
A69-1602-9720,SB-1,-119.025,33.488,2019-08-31,23
A69-1602-9720,SB-10,-119.0228,33.484,2019-07-08,23
A69-1602-9720,SB-10,-119.0228,33.484,2019-07-14,23
A69-1602-9720,SB-10,-119.0228,33.484,2019-07-26,23
A69-1602-9720,SB-10,-119.0228,33.484,2019-08-14,23
A69-1602-9720,SB-10,-119.0228,33.484,2019-09-18,23
A69-1602-9720,SB-9,-119.0260167,33.471,2019-07-10,23
A69-1602-9720,SB-9.5,-119.02422,33.4777,2019-09-26,23
A69-1602-9721,Mound Inshore,-119.0193,33.4879,2019-07-28,23
A69-1602-9721,Mound Inshore,-119.0193,33.4879,2019-09-04,23
A69-1602-9721,Mound Offshore,-119.0168,33.4876,2019-08-28,23
A69-1602-9721,SB-10,-119.0228,33.484,2019-07-17,23
A69-1602-9721,SB-10,-119.0228,33.484,2019-08-13,23
A69-1602-9721,SB-10,-119.0228,33.484,2019-08-18,23
A69-1602-9721,SB-10,-119.0228,33.484,2019-08-21,23
