id,loc,x,y,date
16715,12,-119.0276,33.46488,10/17/19 11:23
16715,12,-119.0276,33.46488,10/17/19 11:34
9712,1,-119.025,33.488,8/13/18 20:12
9712,10,-119.0228,33.484,8/13/18 20:12
9712,1,-119.025,33.488,8/13/18 20:40
9712,10,-119.0228,33.484,8/13/18 20:40
9712,1,-119.025,33.488,8/13/18 20:47
9712,10,-119.0228,33.484,8/13/18 20:47
9712,1,-119.025,33.488,8/13/18 20:52
9712,10,-119.0228,33.484,8/13/18 20:52
9712,1,-119.025,33.488,8/13/18 20:55
9712,10,-119.0228,33.484,8/13/18 20:55
9712,1,-119.025,33.488,8/13/18 21:14
9712,10,-119.0228,33.484,8/13/18 21:14
9712,1,-119.025,33.488,8/13/18 21:16
9712,10,-119.0228,33.484,8/13/18 21:16
9712,1,-119.025,33.488,8/13/18 21:45
9712,10,-119.0228,33.484,8/13/18 21:45
9712,1,-119.025,33.488,8/13/18 23:00
9712,10,-119.0228,33.484,8/13/18 23:00
9712,10,-119.0228,33.484,8/14/18 20:55
9712,9,-119.0260167,33.471,8/14/18 20:55
9712,10,-119.0228,33.484,8/14/18 20:59
9712,9,-119.0260167,33.471,8/14/18 20:59
9712,10,-119.0228,33.484,8/14/18 21:00
9712,9,-119.0260167,33.471,8/14/18 21:00
9712,10,-119.0228,33.484,8/14/18 21:02
9712,9,-119.0260167,33.471,8/14/18 21:02
9712,10,-119.0228,33.484,8/14/18 21:22
9712,9,-119.0260167,33.471,8/14/18 21:22
9712,10,-119.0228,33.484,8/14/18 21:24
9712,9,-119.0260167,33.471,8/14/18 21:24
9712,10,-119.0228,33.484,8/15/18 0:02
9712,9,-119.0260167,33.471,8/15/18 0:02
9712,7,-119.0418333,33.464,8/15/18 20:40
9712,7,-119.0418333,33.464,8/16/18 20:17
9712,7,-119.0418333,33.464,8/16/18 20:27
9712,7,-119.0418333,33.464,8/16/18 20:51
9712,7,-119.0418333,33.464,8/16/18 21:08
9712,7,-119.0418333,33.464,8/16/18 21:38
9712,1,-119.025,33.488,8/17/18 10:19
9712,10,-119.0228,33.484,8/17/18 10:19
9712,1,-119.025,33.488,8/17/18 10:20
9712,10,-119.0228,33.484,8/17/18 10:20
9712,1,-119.025,33.488,8/17/18 10:22
9712,10,-119.0228,33.484,8/17/18 10:22
9712,1,-119.025,33.488,8/17/18 10:23
9712,10,-119.0228,33.484,8/17/18 10:23
9712,1,-119.025,33.488,8/17/18 10:38
9712,10,-119.0228,33.484,8/17/18 10:38
9712,1,-119.025,33.488,8/17/18 10:40
9712,10,-119.0228,33.484,8/17/18 10:40
9712,1,-119.025,33.488,8/17/18 10:43
9712,10,-119.0228,33.484,8/17/18 10:43
9712,1,-119.025,33.488,8/17/18 10:46
9712,10,-119.0228,33.484,8/17/18 10:46
9712,7,-119.0418333,33.464,8/17/18 20:46
9712,7,-119.0418333,33.464,8/17/18 21:35
9712,7,-119.0418333,33.464,8/17/18 21:44
9712,7,-119.0418333,33.464,8/17/18 22:01
9712,7,-119.0418333,33.464,8/17/18 22:57
9712,7,-119.0418333,33.464,8/17/18 23:27
9712,7,-119.0418333,33.464,8/17/18 23:38
9712,7,-119.0418333,33.464,8/17/18 23:56
9712,7,-119.0418333,33.464,8/18/18 0:02
9712,7,-119.0418333,33.464,8/18/18 0:10
9712,7,-119.0418333,33.464,8/18/18 0:16
9712,7,-119.0418333,33.464,8/18/18 0:23
9712,7,-119.0418333,33.464,8/18/18 16:35
9712,7,-119.0418333,33.464,8/18/18 16:47
9712,7,-119.0418333,33.464,8/18/18 16:55
9712,7,-119.0418333,33.464,8/18/18 21:07
9712,7,-119.0418333,33.464,8/18/18 21:17
9712,7,-119.0418333,33.464,8/18/18 21:33
9712,7,-119.0418333,33.464,8/18/18 21:58
9712,7,-119.0418333,33.464,8/18/18 22:03
9712,7,-119.0418333,33.464,8/18/18 22:11
9712,7,-119.0418333,33.464,8/18/18 22:22
9712,7,-119.0418333,33.464,8/18/18 22:41
9712,7,-119.0418333,33.464,8/19/18 19:18
9712,7,-119.0418333,33.464,8/19/18 19:51
9712,7,-119.0418333,33.464,8/19/18 19:58
9712,7,-119.0418333,33.464,8/19/18 20:18
9712,7,-119.0418333,33.464,8/19/18 20:37
9712,7,-119.0418333,33.464,8/19/18 21:49
9712,7,-119.0418333,33.464,8/19/18 21:56
9712,7,-119.0418333,33.464,8/19/18 22:55
9712,7,-119.0418333,33.464,8/19/18 23:06
9712,7,-119.0418333,33.464,8/19/18 23:14
9712,7,-119.0418333,33.464,8/20/18 1:26
9712,7,-119.0418333,33.464,8/20/18 1:31
9712,7,-119.0418333,33.464,8/20/18 1:45
9712,7,-119.0418333,33.464,8/20/18 2:07
9712,7,-119.0418333,33.464,8/20/18 2:26
9712,7,-119.0418333,33.464,8/20/18 4:07
9712,7,-119.0418333,33.464,8/20/18 4:14
9712,7,-119.0418333,33.464,8/20/18 6:20
9712,7,-119.0418333,33.464,8/20/18 7:00
9712,7,-119.0418333,33.464,8/20/18 7:27
9712,7,-119.0418333,33.464,8/20/18 7:53
9712,7,-119.0418333,33.464,8/20/18 8:18
9712,7,-119.0418333,33.464,8/20/18 8:28
9712,7,-119.0418333,33.464,8/20/18 8:41
9712,7,-119.0418333,33.464,8/20/18 14:16
9712,7,-119.0418333,33.464,8/20/18 14:33
9712,7,-119.0418333,33.464,8/20/18 19:29
9712,7,-119.0418333,33.464,8/20/18 19:37
9712,7,-119.0418333,33.464,8/20/18 20:01
9712,7,-119.0418333,33.464,8/20/18 20:19
9712,7,-119.0418333,33.464,8/20/18 20:29
9712,7,-119.0418333,33.464,8/20/18 20:35
9712,7,-119.0418333,33.464,8/20/18 20:54
9712,7,-119.0418333,33.464,8/20/18 21:00
9712,7,-119.0418333,33.464,8/20/18 21:16
9712,7,-119.0418333,33.464,8/20/18 21:22
9712,7,-119.0418333,33.464,8/20/18 21:57
9712,7,-119.0418333,33.464,8/20/18 22:57
9712,7,-119.0418333,33.464,8/20/18 23:25
9712,7,-119.0418333,33.464,8/20/18 23:31
9712,7,-119.0418333,33.464,8/20/18 23:41
9712,7,-119.0418333,33.464,8/20/18 23:57
9712,7,-119.0418333,33.464,8/21/18 0:03
9712,7,-119.0418333,33.464,8/21/18 0:54
9712,7,-119.0418333,33.464,8/21/18 1:11
9712,7,-119.0418333,33.464,8/21/18 1:24
9712,7,-119.0418333,33.464,8/21/18 1:31
9712,7,-119.0418333,33.464,8/21/18 2:40
9712,7,-119.0418333,33.464,8/21/18 2:46
9712,7,-119.0418333,33.464,8/21/18 3:00
9712,7,-119.0418333,33.464,8/21/18 3:15
9712,7,-119.0418333,33.464,8/21/18 4:34
9712,7,-119.0418333,33.464,8/21/18 6:13
9712,7,-119.0418333,33.464,8/21/18 6:42
9712,7,-119.0418333,33.464,8/21/18 7:52
9712,7,-119.0418333,33.464,8/21/18 8:05
9712,7,-119.0418333,33.464,8/21/18 19:38
9712,7,-119.0418333,33.464,8/21/18 19:46
9712,7,-119.0418333,33.464,8/21/18 19:53
9712,7,-119.0418333,33.464,8/21/18 20:32
9712,7,-119.0418333,33.464,8/21/18 20:43
9712,7,-119.0418333,33.464,8/21/18 20:53
